  06AQ20141202,   A12,13,1,18,2,20141211,918,-54.2542,-0.008,2728,150.9,-0.8518,33.9427,2,-999,9,337.9,2,343.1,2,45.8,2,26.82,2,0.24,2,1.88,2,2191.5,2,2298.2,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-0.856
  06AQ20141202,   A12,13,1,17,2,20141211,916,-54.2542,-0.008,2728,201.9,-0.0322,34.2184,2,-999,9,259.1,2,266.3,2,63.95,2,31.62,2,0.04,2,2.2,2,2230.4,2,2310.5,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-0.0395
  06AQ20141202,   A12,13,1,16,2,20141211,914,-54.2542,-0.008,2728,253.7,0.869,34.384,2,-999,9,215.6,2,217,2,64.04,2,31.63,2,0.04,2,2.21,2,2248.3,2,2322.6,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,0.8578
  06AQ20141202,   A12,13,1,15,2,20141211,913,-54.2542,-0.008,2728,303.1,1.6043,34.541,2,-999,9,182.9,2,185.7,2,81.02,2,34.4,2,0,2,2.37,2,2260.1,2,2333.9,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.5888
  06AQ20141202,   A12,13,1,14,2,20141211,910,-54.2542,-0.008,2728,404.4,1.7574,34.6127,2,-999,9,176.4,2,179.2,2,85.51,2,34.07,2,0,2,2.35,2,2262.2,2,2341.1,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.7358
  06AQ20141202,   A12,13,1,13,2,20141211,908,-54.2542,-0.008,2728,507.2,1.735,34.6564,2,-999,9,178.2,2,181.2,2,87.07,2,33.14,2,0,2,2.3,2,2262.8,2,2349.5,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.7076
  06AQ20141202,   A12,13,1,12,2,20141211,906,-54.2542,-0.008,2728,606.4,1.6742,34.678,2,-999,9,181.4,2,184.6,2,90.87,2,32.82,2,0,2,2.26,2,2256.7,2,2350.6,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.6412
  06AQ20141202,   A12,13,1,11,2,20141211,903,-54.2542,-0.008,2728,708.3,1.6184,34.6921,2,-999,9,184.4,2,186.9,2,92.53,2,32.51,2,0,2,2.25,2,2259.8,2,2352.8,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.5795
  06AQ20141202,   A12,13,1,10,2,20141211,901,-54.2542,-0.008,2728,809.7,1.5056,34.6986,2,-999,9,187.6,2,191.1,2,94.97,2,32.13,2,0,2,2.23,2,2259.1,2,2351.3,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.4612
  06AQ20141202,   A12,13,1,9,2,20141211,859,-54.2542,-0.008,2728,909.9,1.4069,34.7042,2,-999,9,190.8,2,196,2,97.61,2,32,2,0,2,2.21,2,2257.8,2,2348.6,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.3569
  06AQ20141202,   A12,13,1,8,2,20141211,856,-54.2542,-0.008,2728,1013.2,1.2401,34.707,2,-999,9,194.1,2,198.2,2,101.61,2,31.79,2,0,2,2.21,2,2258.1,2,2354.6,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.1849
  06AQ20141202,   A12,13,1,7,2,20141211,852,-54.2542,-0.008,2728,1214.7,1.0368,34.7031,2,-999,9,197.6,2,202.1,2,106,2,31.8,2,0,2,2.22,2,2259,2,2354.7,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,0.9706
  06AQ20141202,   A12,13,1,6,2,20141211,847,-54.2542,-0.008,2728,1417.1,0.8536,34.6969,2,-999,9,199.9,2,204.9,2,110.68,2,32.07,2,0,2,2.24,2,2262.5,2,2356,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,0.776
  06AQ20141202,   A12,13,1,5,2,20141211,843,-54.2542,-0.008,2728,1622.6,0.6963,34.691,2,-999,9,202.2,2,207.1,2,113.71,2,32.56,2,0,2,2.25,2,2258.7,2,2354.7,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,0.6067
  06AQ20141202,   A12,13,1,4,2,20141211,838,-54.2542,-0.008,2728,1826.2,0.5781,34.687,2,-999,9,203.8,2,209.2,2,116.83,2,32.7,2,0,2,2.26,2,2262.8,2,2357.7,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,0.4759
  06AQ20141202,   A12,13,1,3,2,20141211,834,-54.2542,-0.008,2728,2029,0.473,34.6842,2,-999,9,205.8,2,211.7,2,120.25,2,32.64,2,0,2,2.25,2,2262.1,2,2357.6,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,0.3577
  06AQ20141202,   A12,13,1,2,2,20141211,830,-54.2542,-0.008,2728,2232.8,0.413,34.6819,2,-999,9,207.1,2,212.4,2,123.67,2,32.9,2,0,2,2.27,2,2264.5,2,2357.3,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,0.2834
  06AQ20141202,   A12,13,1,1,2,20141211,819,-54.2542,-0.008,2728,2717.7,0.3901,34.6804,2,-999,9,207.7,2,213.6,2,127.38,2,32.86,2,0,2,2.28,2,2265.6,2,2359.7,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,0.2221
  06AQ20141202,   A12,14,1,24,2,20141211,1555,-54.999,-0.0013,2208,15.5,-0.5368,33.8636,2,-999,9,355.4,2,360.7,2,41.41,2,24.08,2,0.27,2,1.54,2,2170.8,2,2296.6,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-0.5373
  06AQ20141202,   A12,14,1,23,2,20141211,1555,-54.999,-0.0013,2208,14.6,-0.5466,33.8634,2,-999,9,355.3,2,360.3,2,41.41,2,24.03,2,0.27,2,1.56,2,2169.2,2,2295.2,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-0.547
  06AQ20141202,   A12,14,1,22,2,20141211,1554,-54.999,-0.0013,2208,25.1,-0.5513,33.8632,2,-999,9,355.3,2,359.9,2,41.31,2,23.96,2,0.27,2,1.56,2,2169,2,2296.6,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-0.552
  06AQ20141202,   A12,14,1,21,2,20141211,1554,-54.999,-0.0013,2208,24.6,-0.5512,33.8635,2,-999,9,355.1,2,359.7,2,41.51,2,24.09,2,0.28,2,1.57,2,2168.3,2,2296.2,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-0.5519
  06AQ20141202,   A12,14,1,20,2,20141211,1553,-54.999,-0.0013,2208,54.7,-0.6005,33.8702,2,-999,9,353.5,2,358.7,2,41.7,2,24.17,2,0.27,2,1.59,2,2172.3,2,2296.4,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-0.6021
  06AQ20141202,   A12,14,1,19,2,20141211,1553,-54.999,-0.0013,2208,55.1,-0.6002,33.868,2,-999,9,353.5,2,358.6,2,41.7,2,24.3,2,0.27,2,1.65,2,2172.3,2,2292.1,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-0.6018
  06AQ20141202,   A12,14,1,18,2,20141211,1551,-54.999,-0.0013,2208,74.7,-0.7724,33.9531,2,-999,9,345.5,2,347.9,2,46.88,2,26.02,2,0.25,2,1.85,2,2188.1,2,2298.6,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-0.7745
  06AQ20141202,   A12,14,1,17,2,20141211,1550,-54.999,-0.0013,2208,100.3,-0.6994,34.0301,2,-999,9,321.4,2,323,2,53.61,2,27.91,2,0.19,2,1.98,2,2201,2,2303.2,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-0.7023
  06AQ20141202,   A12,14,1,16,2,20141211,1549,-54.999,-0.0013,2208,126.1,-0.0956,34.1797,2,-999,9,266.9,2,279,2,60.83,2,30.41,2,0.1,2,2.14,2,2219,2,2308.6,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-0.1
  06AQ20141202,   A12,14,1,15,2,20141211,1548,-54.999,-0.0013,2208,151.5,0.7927,34.3403,2,-999,9,222,2,227.5,2,69.22,2,33.2,2,0.04,2,2.29,2,2239,2,2319.2,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,0.7862
  06AQ20141202,   A12,14,1,14,2,20141211,1547,-54.999,-0.0013,2208,201.5,1.5792,34.484,2,-999,9,184,2,187.9,2,77.02,2,34.56,2,0.01,2,2.38,2,2254.9,2,2328.9,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.5691
  06AQ20141202,   A12,14,1,13,2,20141211,1545,-54.999,-0.0013,2208,251.8,1.823,34.5724,2,-999,9,173.9,2,177.2,2,81.51,2,34.34,2,0,2,2.37,2,2260.9,2,2334.8,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.8098
  06AQ20141202,   A12,14,1,12,2,20141211,1544,-54.999,-0.0013,2208,302.7,1.8464,34.6053,2,-999,9,173.1,2,177.7,2,83.56,2,34.22,2,0,2,2.34,2,2261.8,2,2340.5,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.8303
  06AQ20141202,   A12,14,1,11,2,20141211,1541,-54.999,-0.0013,2208,403.9,1.8306,34.6536,2,-999,9,175.1,2,177.7,2,87.07,2,33.31,2,0,2,2.28,2,2261.8,2,2343.5,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.8088
  06AQ20141202,   A12,14,1,10,2,20141211,1539,-54.999,-0.0013,2208,504.4,1.7791,34.678,2,-999,9,178.3,2,181.7,2,89.21,2,32.43,2,0,2,2.24,2,2261.7,2,2347.1,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.7516
  06AQ20141202,   A12,14,1,9,2,20141211,1537,-54.999,-0.0013,2208,607,1.6414,34.6945,2,-999,9,183.9,2,189.2,2,92.24,2,32.04,2,0,2,2.23,2,2261.9,2,2349.8,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.6085
  06AQ20141202,   A12,14,1,8,2,20141211,1534,-54.999,-0.0013,2208,707.8,1.4862,34.6989,2,-999,9,187.9,2,192.2,2,94.97,2,31.81,2,0,2,2.21,2,2259.7,2,2351.8,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.4481
  06AQ20141202,   A12,14,1,7,2,20141211,1532,-54.999,-0.0013,2208,810.6,1.4168,34.7071,2,-999,9,190.7,2,195.8,2,96.43,2,31.3,2,0,2,2.19,2,2260.7,2,2353.3,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.3729
  06AQ20141202,   A12,14,1,6,2,20141211,1530,-54.999,-0.0013,2208,910,1.297,34.7086,2,-999,9,193.3,2,198,2,99.07,2,31.42,2,-0.01,2,2.19,2,2260.6,2,2354.1,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.2478
  06AQ20141202,   A12,14,1,5,2,20141211,1527,-54.999,-0.0013,2208,1012.2,1.2098,34.7084,2,-999,9,194.9,2,199.6,2,101.51,2,31.73,2,0,2,2.19,2,2256.2,2,2353,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.155
  06AQ20141202,   A12,14,1,4,2,20141211,1523,-54.999,-0.0013,2208,1214.7,0.9506,34.6999,2,-999,9,198.4,2,203.6,2,107.27,2,31.69,2,0,2,2.19,2,2260.2,2,2355.6,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,0.8852
  06AQ20141202,   A12,14,1,3,2,20141211,1518,-54.999,-0.0013,2208,1417.4,0.7665,34.6939,2,-999,9,200.4,2,207,2,112.44,2,32.11,2,0,2,2.21,2,2261.6,2,2354.8,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,0.6899
  06AQ20141202,   A12,14,1,2,2,20141211,1514,-54.999,-0.0013,2208,1620.4,0.611,34.6886,2,-999,9,203,2,208.6,2,117.52,2,32.27,2,0,2,2.22,2,2262.2,2,2356.3,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,0.5227
  06AQ20141202,   A12,14,1,1,2,20141211,1513,-54.999,-0.0013,2208,1662.8,0.6022,34.6882,2,-999,9,203,2,208.7,2,117.71,2,32.32,2,0,2,2.22,2,2255.6,2,2357.1,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,0.5111
  06AQ20141202,   A12,15,1,24,2,20141211,102,-55.9982,0.0015,3702,15,-0.9056,34.107,2,-999,9,346.5,2,353.4,2,67.57,2,26.29,2,0.2,2,1.74,2,2195.3,2,2315.7,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-0.906
  06AQ20141202,   A12,15,1,23,2,20141211,101,-55.9982,0.0015,3702,24.8,-0.9038,34.1068,2,-999,9,346.2,2,352.8,2,67.48,2,26.33,2,0.19,2,1.75,2,2195,2,2313,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-0.9045
  06AQ20141202,   A12,15,1,22,2,20141211,101,-55.9982,0.0015,3702,25.5,-0.9046,34.1066,2,-999,9,346.2,2,353.6,2,67.67,2,26.37,2,0.19,2,1.79,2,2195,2,2313,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-0.9053
  06AQ20141202,   A12,15,1,21,2,20141211,100,-55.9982,0.0015,3702,50,-0.9095,34.1078,2,-999,9,345.3,2,352.2,2,67.77,2,26.41,2,0.19,2,1.78,2,2201.3,2,2316.9,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-0.9108
  06AQ20141202,   A12,15,1,20,2,20141211,58,-55.9982,0.0015,3702,101.9,-1.1035,34.21,2,-999,9,318.4,2,324.7,2,72.94,2,28.25,2,0.15,2,1.96,2,2217.8,2,2321.5,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.1061
  06AQ20141202,   A12,15,1,19,2,20141211,56,-55.9982,0.0015,3702,151.4,-0.654,34.4012,2,-999,9,262.4,2,269.7,2,80.84,2,30.8,2,0.05,2,2.15,2,2235.6,2,2329.7,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-0.6586
  06AQ20141202,   A12,15,1,18,2,20141211,54,-55.9982,0.0015,3702,203.5,0.1836,34.5426,2,-999,9,225.3,2,229.6,2,89.03,2,32.15,2,0.01,2,2.23,2,2251.4,2,2340,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,0.1758
  06AQ20141202,   A12,15,1,17,2,20141211,52,-55.9982,0.0015,3702,304.4,1.074,34.6727,2,-999,9,195.3,2,200.3,2,96.92,2,32.41,2,0,2,2.22,2,2259.6,2,2352.6,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.0597
  06AQ20141202,   A12,15,1,16,2,20141211,49,-55.9982,0.0015,3702,405.7,0.8972,34.6798,2,-999,9,197.8,2,202,2,102.98,2,32.42,2,0,2,2.24,2,2261,2,2353.2,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,0.8784
  06AQ20141202,   A12,15,1,15,2,20141211,47,-55.9982,0.0015,3702,505.6,0.785,34.6821,2,-999,9,198.5,2,203.6,2,106.78,2,32.52,2,0,2,2.25,2,2262.9,2,2356.8,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,0.7616
  06AQ20141202,   A12,15,1,14,2,20141211,45,-55.9982,0.0015,3702,606.7,0.6507,34.6821,2,-999,9,199.1,2,203.8,2,106.59,2,32.46,2,0,2,2.24,2,2264.1,2,2354.8,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,0.6227
